CODGEO;Nb Pharmacies et parfumerie;Dynamique Entrepreneuriale;Dynamique Entrepreneuriale Service et Commerce;Synergie Médicale COMMUNE;Orientation Economique;Indice Fiscal Partiel;Score Fiscal;Indice Evasion Client;Score Evasion Client;Indice Synergie Médicale;Score Synergie Médicale;SEG Croissance POP;LIBGEO;REG;DEP;Nb Omnipraticiens BV;Nb Infirmiers Libéraux BV;Nb dentistes Libéraux BV;Nb pharmaciens Libéraux BV;Densité Médicale BV;Score équipement de santé BV;Indice Démographique;Score Démographique;Indice Ménages;Score Ménages;Population;Evolution Population;Evolution Pop %;Nb Ménages;Nb Résidences Principales;Nb propriétaire;Nb Logement;Nb Résidences Secondaires;Nb Log Vacants;Nb Occupants Résidence Principale;Nb Femme;Nb Homme;Nb Mineurs;Nb Majeurs;Nb Etudiants;Nb Entreprises Secteur Services;Nb Entreprises Secteur Commerce;Nb Entreprises Secteur Construction;Nb Entreprises Secteur Industrie;Nb Création Enteprises;Nb Création Industrielles;Nb Création Construction;Nb Création Commerces;Nb Création Services;Moyenne Revenus Fiscaux Départementaux;Moyenne Revenus Fiscaux Régionaux;Dep Moyenne Salaires Horaires;Dep Moyenne Salaires Cadre Horaires;Dep Moyenne Salaires Prof Intermédiaire Horaires;Dep Moyenne Salaires Employé Horaires;Dep Moyenne Salaires Ouvrié Horaires;Reg Moyenne Salaires Horaires;Reg Moyenne Salaires Cadre Horaires;Reg Moyenne Salaires Prof Intermédiaire Horaires;Reg Moyenne Salaires Employé Horaires;Reg Moyenne Salaires Ouvrié Horaires;Valeur ajoutée régionale;Urbanité Ruralité;Score Urbanité;Nb Atifs;Nb Actifs Salariés;Nb Actifs Non Salariés;Nb Logement Secondaire et Occasionnel;Nb Hotel;Capacité Hotel;Nb Camping;Capacité Camping;Dynamique Démographique BV;Taux étudiants;Taux Propriété;Dynamique Démographique INSEE;Capacité Fisc;Capacité Fiscale;Moyenne Revnus fiscaux;Taux Evasion Client;Nb Education, santé, action sociale;Nb Services personnels et domestiques;Nb Santé, action sociale;Nb Industries des biens intermédiaires;Nb de Commerce;Nb de Services aux particuliers;Nb institution de Education, santé, action sociale, administration;PIB Régionnal;SEG Environnement Démographique Obsolète;Score Croissance Population;Score Croissance Entrepreneuriale;Score VA Région;Score PIB;Environnement Démographique;Fidélité;SYN MEDICAL;Seg Cap Fiscale;Seg Dyn Entre;DYN SetC;CP
31273;0;106;64;86;Bassin Urbain;109,67825;76,33987;0;0;86,42784;0,09743;en croissance démographique;Lapeyrouse-Fossat;73;31;12;12;6;6;1;1;125,27759;0,09667;104,42778;0,06238;2055;85;4;693;693;595;727;10;24;2056;1956;2034;2471;1519;171;28;22;25;12;10;1;3;2;4;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com > 200 m habts;87,5;962;798;164;10;0;0;0;0;Grande Ville;0;81;-10;118;118;12307,5;0;6;4;5;1935;3711;1222;7638;71295;Com > 200 m habts en croissance démographique;72,95082;0,03516;11,82517;13,13235;Bassin Urbain en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Moyenne dynamique;Faible Dynamique Serv et Com;31
31274;0;19;3;140;Bassin Résidentiel;109,67825;76,33987;0;0;140,69648;0,16951;en croissance démographique;Larcan;73;31;56;80;30;30;0,15487764;4;9,51012;0,00734;10,24688;0,00612;156;-9;-5;68;67;57;80;7;6;156;152;154;174;132;3;3;0;1;0;0;0;0;0;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;66;56;10;7;0;0;0;0;5.Déclin par déficit naturel;0;71;0;90;90;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en déclin démographique;69,2623;0;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Forte Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31275;0;22;5;74;Bassin Résidentiel;109,67825;76,33987;0;0;74,36814;0,08142;en croissance démographique;Laréole;73;31;18;34;8;8;0,123365739;4;7,4374;0,00574;8,43861;0,00504;122;-6;-5;56;56;43;61;5;0;122;118;122;133;107;7;2;2;1;2;0;0;0;0;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;54;38;16;5;0;0;0;0;1.Accroissement par excédent naturel et migratoire;0;70;0;90;90;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;69,2623;0;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31276;0;34;6;50;Bassins Agroalimentaire;109,67825;76,33987;0;0;50,24874;0,04938;en croissance démographique;Larroque;73;31;7;7;2;2;0,123030506;4;20,5443;0,01585;20,79514;0,01242;337;-13;-3;138;137;99;159;12;10;329;326;336;381;281;6;3;2;7;2;0;0;0;0;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;114;70;44;12;0;0;0;0;5.Déclin par déficit naturel;0;62;1;92;92;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en déclin démographique;70,08197;0;11,82517;13,13235;Bassins Agroalimentaire en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31277;0;35;16;80;Bassin Résidentiel;109,67825;76,33987;0;0;80,39799;0,08943;en croissance démographique;Lasserre;73;31;14;28;12;12;0,15822997;4;39,25974;0,03029;36,16546;0,0216;644;22;3;240;240;198;271;9;22;647;596;654;780;470;64;8;5;5;2;5;0;2;1;2;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;282;240;42;9;0;0;0;0;1.Accroissement par excédent naturel et migratoire;0;73;-2;97;97;12307,5;0;1;0;1;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;72,54098;0,01758;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31278;0;22;9;140;Bassin Résidentiel;109,67825;76,33987;0;0;140,69648;0,16951;en croissance démographique;Latoue;73;31;56;80;30;30;0,15487764;4;17,37426;0,01341;16,87722;0,01008;285;-10;-3;112;112;95;134;11;11;284;268;296;316;248;15;3;4;0;2;1;0;0;0;1;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;120;95;25;11;0;0;0;0;5.Déclin par déficit naturel;0;70;1;92;92;12307,5;0;1;0;1;1935;3711;1222;7638;71295;Zone rurale en déclin démographique;70,08197;0,00173;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Forte Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31279;0;19;3;81;Bassin Résidentiel;109,67825;76,33987;0;0;81,40296;0,09076;en croissance démographique;Latour;73;31;20;32;12;12;0,149178679;4;6,27912;0,00485;4,52068;0,0027;103;4;4;30;30;26;37;4;3;103;78;124;129;73;6;3;0;0;1;0;0;0;0;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;33;15;18;4;0;0;0;0;3.Accroissement par excédent migratoire;0;70;0;89;89;12307,5;0;1;0;1;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;72,95082;0;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31280;0;30;8;81;Bassin Résidentiel;109,67825;76,33987;0;0;81,40296;0,09076;en croissance démographique;Latrape;73;31;20;32;12;12;0,149178679;4;18,04485;0,01392;17,47997;0,01044;296;-3;-1;116;117;88;172;26;29;289;270;292;339;223;13;6;1;4;2;3;0;2;0;1;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;119;86;33;26;0;0;0;0;3.Accroissement par excédent migratoire;0;51;0;92;92;12307,5;0;1;0;1;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;70,90164;0,00519;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31281;0;53;30;79;Bassin Résidentiel;109,67825;76,33987;0;0;79,39301;0,08809;en croissance démographique;Launac;73;31;18;34;8;8;0,123365739;4;58,70672;0,0453;52,59061;0,03142;963;24;2;349;350;258;405;25;30;963;902;960;1156;706;63;16;8;10;4;4;0;1;0;3;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;431;368;63;25;0;0;0;0;1.Accroissement par excédent naturel et migratoire;0;63;-2;102;102;12307,5;0;2;2;3;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;72,13115;0,00692;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31282;0;326;252;117;Bassin Urbain;109,67825;76,33987;0;0;117,58206;0,13881;en croissance démographique;Launaguet;73;31;12;12;6;6;1;1;310,0544;0,23925;267,02167;0,15951;5086;276;5;1772;1773;1161;1854;11;70;5086;4972;4914;6236;3650;388;114;83;69;56;29;1;2;6;20;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com > 200 m habts;87,5;2180;1916;264;11;0;0;0;0;Grande Ville;0;62;-30;156;156;12307,5;0;32;7;29;1935;3711;1222;7638;71295;Com > 200 m habts en croissance démographique;73,36066;0,10374;11,82517;13,13235;Bassin Urbain en croissance démographique;Pop Sédentaire;Synergie Médicale;Fiscalité moyenne;Dynamique Economique;Bonne Dynamique Entreprise Serv et Com;31
31283;0;32;8;52;Bassin Résidentiel;109,67825;76,33987;0;0;52,25869;0,05205;en croissance démographique;Lautignac;73;31;7;5;4;4;0,090848139;3;13,41171;0,01035;13,56205;0,0081;220;0;0;90;90;69;104;10;4;218;202;232;262;172;6;5;2;6;1;2;0;1;1;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;102;70;32;10;0;0;0;0;3.Accroissement par excédent migratoire;0;66;0;91;91;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;71,31148;0,01239;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31284;0;44;30;75;Bassin Urbain;109,67825;76,33987;0;0;75,37312;0,08275;en croissance démographique;Lauzerville;73;31;12;12;6;6;1;1;53,22011;0,04107;41,2889;0,02466;873;17;2;274;274;259;276;0;2;873;828;844;1071;601;58;14;10;6;3;5;1;0;1;3;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;405;359;46;0;0;0;0;0;Grande Ville;0;93;-2;101;101;12307,5;0;1;1;1;1935;3711;1222;7638;71295;Com rurale < 2 000 m habts en croissance démographique;72,13115;0,01758;11,82517;13,13235;Bassin Urbain en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31285;0;43;35;79;Bassin Urbain;109,67825;76,33987;0;0;79,39301;0,08809;en croissance démographique;Lavalette;73;31;12;12;6;6;1;1;36,69932;0,02832;31,64478;0,0189;602;27;4;210;209;136;227;5;13;597;578;594;721;451;49;11;16;5;3;4;0;0;3;1;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;261;199;62;5;0;0;0;0;Grande Ville;0;59;-2;96;96;12307,5;0;2;0;1;1935;3711;1222;7638;71295;Com rurale < 2 000 m habts en croissance démographique;72,95082;0,03372;11,82517;13,13235;Bassin Urbain en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31286;0;55;21;83;Bassin Résidentiel;109,67825;76,33987;0;0;83,41291;0,09343;en croissance démographique;Lavelanet-de-Comminges;73;31;16;34;8;8;0,151860543;4;29,38384;0,02267;28,4803;0,01701;482;-21;-4;189;190;141;230;15;25;472;484;460;557;387;18;9;8;11;7;6;0;0;2;4;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;205;154;51;15;0;0;0;0;3.Accroissement par excédent migratoire;0;61;2;95;95;12307,5;0;1;2;0;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;69,67213;0,02824;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31287;0;109;79;78;Bassin Urbain;109,67825;76,33987;0;0;78,38804;0,08676;en croissance démographique;Lavernose-Lacasse;73;31;12;12;6;6;1;1;118,51077;0,09145;102,31812;0,06112;1944;45;2;679;679;544;740;18;43;1943;1842;1910;2322;1430;125;35;27;20;17;10;0;4;0;6;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;805;703;102;18;0;0;0;0;Grande Ville;0;73;-4;113;113;12307,5;0;11;1;10;1935;3711;1222;7638;71295;Com rurale < 2 000 m habts en croissance démographique;72,13115;0,01729;11,82517;13,13235;Bassin Urbain en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Moyenne dynamique;Faible Dynamique Serv et Com;31
31288;0;28;8;57;Bassin Industriel;109,67825;76,33987;0;0;57,28357;0,05873;en croissance démographique;Layrac-sur-Tarn;73;31;13;16;6;6;0,151190077;2;16,09405;0,01242;15,6717;0,00936;264;-15;-5;104;104;92;123;11;8;260;256;262;294;224;13;4;3;4;1;3;1;1;0;1;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;98;74;24;11;0;0;0;0;3.Accroissement par excédent migratoire;0;74;1;91;91;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;69,2623;0,00519;11,82517;13,13235;Bassin Industriel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31289;0;23;14;77;Bassin Résidentiel;109,67825;76,33987;0;0;77,38306;0,08542;en croissance démographique;Lécussan;73;31;20;25;12;12;0,117666778;4;12,92401;0,00997;12,50722;0,00747;212;-12;-5;83;83;64;95;4;8;204;210;202;231;181;7;5;6;1;0;2;0;0;0;2;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;80;50;30;4;0;0;0;0;4.Déclin par déficit naturel et migratoire;0;67;1;91;91;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en déclin démographique;69,2623;0,00346;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31290;0;17;2;58;Bassin Résidentiel;109,67825;76,33987;0;0;58,28854;0,06006;en croissance démographique;Lège;73;31;17;11;3;3;0,19644653;4;2,37753;0,00183;3,61655;0,00216;39;-6;-16;24;24;19;44;19;1;39;44;32;40;36;0;1;1;0;0;1;0;0;0;1;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;14;14;0;19;0;0;0;0;5.Déclin par déficit naturel;0;43;0;89;89;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en déclin démographique;64,7541;0,00173;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31291;0;237;252;149;Bassin Urbain;109,67825;76,33987;0;0;149,74126;0,18152;en croissance démographique;Léguevin;73;31;12;12;6;6;1;1;376,56431;0,29057;313,7354;0,18741;6177;317;5;2082;2079;1458;2203;33;91;6137;5994;5954;7691;4257;461;115;82;40;32;22;0;7;7;8;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com > 200 m habts;87,5;2731;2508;223;33;0;0;0;0;Grande Ville;0;66;-37;173;173;12307,5;0;33;20;36;1935;3711;1222;7638;71295;Com > 200 m habts en croissance démographique;73,36066;0,10057;11,82517;13,13235;Bassin Urbain en croissance démographique;Pop Sédentaire;Forte Synergie Médicale;Fiscalité moyenne;Dynamique Economique;Bonne Dynamique Entreprise Serv et Com;31
31292;0;18;1;73;Bassin Résidentiel;109,67825;76,33987;0;0;73,36317;0,08008;en croissance démographique;Lescuns;73;31;16;34;8;8;0,151860543;4;2,56042;0,00198;3,01379;0,0018;42;-3;-7;20;20;18;27;5;2;42;36;48;44;40;2;1;0;1;0;1;0;1;0;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;22;19;3;5;0;0;0;0;3.Accroissement par excédent migratoire;0;66;0;89;89;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;68,44262;0,00173;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31293;0;182;122;84;Bassin Urbain;109,67825;76,33987;0;0;84,41789;0,09476;en croissance démographique;Lespinasse;73;31;12;12;6;6;1;1;113,57282;0,08764;97,34537;0,05815;1863;102;5;646;647;479;660;3;10;1846;1788;1804;2235;1357;146;32;62;25;50;19;1;4;2;12;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com > 200 m habts;87,5;858;769;89;3;0;0;0;0;Grande Ville;0;72;-11;115;115;12307,5;0;5;4;2;1935;3711;1222;7638;71295;Com > 200 m habts en croissance démographique;73,36066;0,05072;11,82517;13,13235;Bassin Urbain en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Dynamique Economique;Bonne Dynamique Entreprise Serv et Com;31
31294;0;19;2;140;Bassin Résidentiel;109,67825;76,33987;0;0;140,69648;0,16951;en croissance démographique;Lespiteau;73;31;56;80;30;30;0,15487764;4;4,14544;0,0032;4,52068;0,0027;68;-7;-11;30;30;21;43;7;6;68;66;68;79;55;4;1;1;1;0;0;0;0;0;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;23;13;10;7;0;0;0;0;5.Déclin par déficit naturel;0;48;0;89;89;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en déclin démographique;66,80328;0;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Forte Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31295;0;24;3;50;Bassins Agroalimentaire;109,67825;76,33987;0;0;50,24874;0,04938;en croissance démographique;Lespugue;73;31;7;7;2;2;0,123030506;4;5,05987;0,0039;5,12344;0,00306;83;-10;-12;34;34;21;45;8;3;83;78;88;93;73;5;3;0;3;1;1;0;0;0;1;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;34;26;8;8;0;0;0;0;5.Déclin par déficit naturel;0;46;1;89;89;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en déclin démographique;66,39344;0,00173;11,82517;13,13235;Bassins Agroalimentaire en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31296;0;36;11;140;Bassin Résidentiel;109,67825;76,33987;0;0;140,69648;0,16951;en croissance démographique;Lestelle-de-Saint-Martory;73;31;56;80;30;30;0,15487764;4;23,04376;0,01778;23,65824;0,01413;378;-13;-3;157;158;127;194;27;9;378;356;380;427;309;13;4;5;3;7;1;0;0;0;1;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;138;113;25;27;0;0;0;0;5.Déclin par déficit naturel;0;65;1;92;92;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en déclin démographique;70,08197;0,00173;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Forte Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31297;0;90;98;102;Bassin Urbain;109,67825;76,33987;0;0;102,50744;0,11879;en croissance démographique;Lévignac;73;31;12;12;6;6;1;1;99,24667;0,07658;94,03021;0,05617;1628;45;2;624;627;426;697;16;54;1624;1598;1576;1970;1204;113;50;27;11;10;15;1;3;5;6;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;690;608;82;16;0;0;0;0;Grande Ville;0;61;-3;110;110;12307,5;0;18;5;15;1935;3711;1222;7638;71295;Com rurale < 2 000 m habts en croissance démographique;72,13115;0,0706;11,82517;13,13235;Bassin Urbain en croissance démographique;Pop Sédentaire;Synergie Médicale;Fiscalité moyenne;Faible dynamique;Dynamique Serv et Com;31
31298;0;16;1;140;Bassin Résidentiel;109,67825;76,33987;0;0;140,69648;0,16951;en croissance démographique;Lez;73;31;56;80;30;30;0,15487764;4;4,08448;0,00315;4,2193;0,00252;67;-6;-8;28;28;19;77;35;14;67;66;68;74;60;4;1;0;0;0;0;0;0;0;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;16;11;5;35;0;0;0;0;5.Déclin par déficit naturel;0;24;0;89;89;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en déclin démographique;68,03279;0;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Forte Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31299;0;135;103;107;Bassin Urbain;109,67825;76,33987;0;0;107,53231;0,12546;en croissance démographique;Lherm;73;31;12;12;6;6;1;1;156,36837;0,12066;130,64774;0,07804;2565;131;5;867;867;685;925;20;38;2475;2494;2492;3078;1908;205;51;30;31;14;21;1;10;4;6;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale > 2 000 habts;0;1023;891;132;20;0;0;0;0;Grande Ville;0;74;-15;120;120;12307,5;0;19;7;21;1935;3711;1222;7638;71295;Com rurale > 2 000 habts en croissance démographique;73,36066;0,07204;11,82517;13,13235;Bassin Urbain en croissance démographique;Pop Sédentaire;Synergie Médicale;Fiscalité moyenne;Dynamique Economique;Dynamique Serv et Com;31
31301;0;17;3;44;Bassin diversifié;109,67825;76,33987;0;0;44,21889;0,04138;en croissance démographique;Lilhac;73;31;6;5;2;2;0,123700972;2;5,48661;0,00423;6,32896;0,00378;90;-13;-14;42;42;35;61;14;5;90;76;102;95;83;1;1;2;0;0;1;0;0;0;1;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;31;15;16;14;0;0;0;0;5.Déclin par déficit naturel;0;57;1;89;89;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en déclin démographique;65,57377;0,00173;11,82517;13,13235;Bassin diversifié en croissance démographique;Pop Sédentaire;Faible Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31302;0;30;7;140;Bassin Résidentiel;109,67825;76,33987;0;0;140,69648;0,16951;en croissance démographique;Lodes;73;31;56;80;30;30;0,15487764;4;15,54539;0,012;14,3155;0,00855;255;-16;-6;95;95;81;102;5;2;245;248;252;292;208;7;3;3;5;1;0;0;0;0;0;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;94;68;26;5;0;0;0;0;5.Déclin par déficit naturel;0;79;1;91;91;12307,5;0;0;0;0;1935;3711;1222;7638;71295;Zone rurale en déclin démographique;68,85246;0;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Forte Synergie Médicale;Fiscalité moyenne;Faible dynamique;Faible Dynamique Serv et Com;31
31303;0;116;73;108;Bassin Résidentiel;109,67825;76,33987;0;0;108,53729;0,1268;en croissance démographique;Longages;73;31;20;32;12;12;0,149178679;4;115,82842;0,08938;103,82502;0,06202;1900;26;1;689;689;535;761;36;36;1881;1816;1868;2259;1425;116;31;26;32;7;11;1;2;5;3;13363;11252;12,77692308;21,70128205;12,79358974;8,882051282;9,379487179;11,29585492;21,01709845;12,35181347;8,61865285;8,921243523;33631,55025;Com rurale < 2 000 m habts;0;728;623;105;36;0;0;0;0;3.Accroissement par excédent migratoire;0;70;-2;111;111;12307,5;0;9;4;10;1935;3711;1222;7638;71295;Zone rurale en croissance démographique;71,72131;0,06369;11,82517;13,13235;Bassin Résidentiel en croissance démographique;Pop Sédentaire;Synergie Médicale;Fiscalité moyenne;Moyenne dynamique;Faible Dynamique Serv et Com;31
