Code département;Département;Code circonscription;Circonscription;Numéro de panneau;Libellé abrégé de liste;Libellé de la liste;Code nuance de liste;Nuance de liste;Tête de liste;Ordre;Sexe;Nom sur le bulletin de vote;Prénom sur le bulletin de vote;Nationalité;Code personnalité;CC
31;Haute-Garonne;31118;Castelnau-d'Estrétefonds;1;Ensemble maitrisons notre avenir;Ensemble maitrisons notre avenir;LDVG;Liste divers gauche;OUI;1;F;SIGAL;Sandrine;Française;;OUI
31;Haute-Garonne;31118;Castelnau-d'Estrétefonds;2;Union pour Castelnau;Union pour Castelnau;LDVD;Liste divers droite;OUI;1;M;RECOBRE;Pierre;Française;;OUI
31;Haute-Garonne;31119;Castelnau-Picampeau;1;CASTELNAU ENSEMBLE;CASTELNAU ENSEMBLE;;;OUI;1;M;CAZALOT;Christian;Française;;
31;Haute-Garonne;31120;Le Castéra;1;Agir pour le Castéra;Agir pour le Castéra;;;OUI;1;F;RIVAUD;Stéphanie;Française;;
31;Haute-Garonne;31120;Le Castéra;2;Ensemble dans la continuité;Ensemble dans la continuité;;;OUI;1;F;BÉGUÉ;Sophie;Française;;
31;Haute-Garonne;31121;Castéra-Vignoles;1;CASTERA-VIGNOLES POUR TOUS;CASTERA-VIGNOLES POUR TOUS;;;OUI;1;M;POUZOL;Thierry;Française;;
31;Haute-Garonne;31122;Casties-Labrande;1;Liste de défense des intérêts communaux;Liste de défense des intérêts communaux;;;OUI;1;M;MAUMUS;Jean-François;Française;;
31;Haute-Garonne;31123;Castillon-de-Larboust;1;CASTILLON CONTINUITE;CASTILLON CONTINUITE;;;OUI;1;M;CRAMPE;Philippe;Française;;
31;Haute-Garonne;31124;Castillon-de-Saint-Martory;1;CASTILLON UN VILLAGE OU IL FAIT BON VIVRE;CASTILLON UN VILLAGE OU IL FAIT BON VIVRE;;;OUI;1;F;BOUE;Elodie;Française;;
31;Haute-Garonne;31125;Cathervielle;1;DEFENSE DES INTERETS COMMUNAUX;DEFENSE DES INTERETS COMMUNAUX;;;OUI;1;F;SOULÉ;Maryvonne;Française;;
31;Haute-Garonne;31126;Caubiac;1;CAUBIAC EN COMMUN;CAUBIAC EN COMMUN;;;OUI;1;M;VERNIN;Jean-Yves;Française;;
31;Haute-Garonne;31127;Caubous;1;DU RENOUVEAU POUR CAUBOUS;DU RENOUVEAU POUR CAUBOUS;;;OUI;1;M;BATIGNE;Alain;Française;;
31;Haute-Garonne;31127;Caubous;2;CAUBOUS 2026;CAUBOUS 2026;;;OUI;1;F;LUSSIEZ;Patricia;Française;;
31;Haute-Garonne;31128;Caujac;1;AGIR POUR CAUJAC;AGIR POUR CAUJAC;;;OUI;1;F;FREYCHE;Émilie;Française;;
31;Haute-Garonne;31129;Cazarilh-Laspènes;1;POUR CAZARILH;POUR CAZARILH;;;OUI;1;F;CAZCARRA;Sandra;Française;;
31;Haute-Garonne;31130;Cazaril-Tambourès;1;CAZARIL POUR TOUS;CAZARIL POUR TOUS;;;OUI;1;M;DESPRATS;Frédéric;Française;;
31;Haute-Garonne;31131;Cazaunous;1;BIEN VIVRE A CAZAUNOUS;BIEN VIVRE A CAZAUNOUS;;;OUI;1;M;ABADIE;Jean-Benoit;Française;;
31;Haute-Garonne;31131;Cazaunous;2;ENSEMBLE POUR NOTRE VILLAGE;ENSEMBLE POUR NOTRE VILLAGE;;;OUI;1;M;ARNAUD;Jacques;Française;;
31;Haute-Garonne;31132;Cazaux-Layrisse;1;BIEN VIVRE A CAZAUX-LAYRISSE;BIEN VIVRE A CAZAUX-LAYRISSE;;;OUI;1;M;DORE;Jean-Pierre;Française;;
31;Haute-Garonne;31133;Cazeaux-de-Larboust;1;ENSEMBLE POUR CAZEAUX;ENSEMBLE POUR CAZEAUX;;;OUI;1;M;ADER;Francis;Française;;
31;Haute-Garonne;31134;Cazeneuve-Montaut;1;BIEN VIVRE ENSEMBLE;BIEN VIVRE ENSEMBLE;;;OUI;1;M;TESSER;Christian;Française;;
31;Haute-Garonne;31135;Cazères;1;agissons pour cazeres;agissons pour cazeres;LDVG;Liste divers gauche;OUI;1;M;DEFIS;Raymond;Française;;OUI
31;Haute-Garonne;31135;Cazères;2;Mieux vivre a CAZERES;Mieux vivre a CAZERES;LDVC;Liste divers centre;OUI;1;M;RIVIERE;Jean-Luc;Française;;OUI
31;Haute-Garonne;31136;Cépet;1;CÉPET, UN AVENIR QUI NOUS RASSEMBLE;CÉPET, UN AVENIR QUI NOUS RASSEMBLE;;;OUI;1;M;FOUGERAY;Jean-Michel;Française;;OUI
31;Haute-Garonne;31136;Cépet;2;Ensemble, continuons d'agir pour Cépet.;Ensemble, continuons d'agir pour Cépet.;;;OUI;1;F;SOLOMIAC;Colette;Française;;OUI
31;Haute-Garonne;31137;Cessales;1;Bien vivre à Cessales avec Emmannuel Pouilles;Bien vivre à Cessales avec Emmannuel Pouilles;;;OUI;1;F;ASTRIC;Marie-Hélène;Française;;
31;Haute-Garonne;31138;Charlas;1;UNI(E)S POUR L'AVENIR;UNI(E)S POUR L'AVENIR;;;OUI;1;M;DUCLOS;Jean-Pierre;Française;;
31;Haute-Garonne;31139;Chaum;1;GENERATIONS UNIES POUR CHAUM;GENERATIONS UNIES POUR CHAUM;;;OUI;1;F;BOUKEBBOUCHE;Farida;Française;;
31;Haute-Garonne;31140;Chein-Dessus;1;LA PROTECTION DES INTERETS COMMUNAUX;LA PROTECTION DES INTERETS COMMUNAUX;;;OUI;1;F;SENTENAC;Lucie;Française;;
31;Haute-Garonne;31141;Ciadoux;1;Ciadoux: L'engagement continue;Ciadoux: L'engagement continue;;;OUI;1;M;TOUBERT;Thierry;Française;;
31;Haute-Garonne;31142;Cier-de-Luchon;1;LISTE D'ENTENTE COMMUNALE;LISTE D'ENTENTE COMMUNALE;;;OUI;1;M;COMET;Frédéric;Française;;
31;Haute-Garonne;31143;Cier-de-Rivière;1;ENSEMBLE POUR LA VIE DE NOTRE VILLAGE;ENSEMBLE POUR LA VIE DE NOTRE VILLAGE;;;OUI;1;F;EXPOSITO;Murielle;Française;;
31;Haute-Garonne;31144;Cierp-Gaud;1;CIERP GAUD AUTREMENT;CIERP GAUD AUTREMENT;;;OUI;1;M;REBONATO;Jean-Pierre;Française;;
31;Haute-Garonne;31144;Cierp-Gaud;2;ENSEMBLE POUR CIERP-GAUD;ENSEMBLE POUR CIERP-GAUD;;;OUI;1;M;GUIARD;Claude;Française;;
31;Haute-Garonne;31145;Cintegabelle;1;vivre cintegabelle;vivre cintegabelle;;;OUI;1;F;COURBIERES;Monique;Française;;OUI
31;Haute-Garonne;31145;Cintegabelle;2;UN NOUVEL ELAN;UN NOUVEL ELAN;;;OUI;1;M;DA FONSECA NAVEGA;Ludovic;Française;;OUI
31;Haute-Garonne;31146;Cirès;1;ENSEMBLE POUR CIRES;ENSEMBLE POUR CIRES;;;OUI;1;M;BRUNA;Laurent;Française;;
31;Haute-Garonne;31147;Clarac;1;ENSEMBLE AGISSONS POUR LE CLARAC DE DEMAIN;ENSEMBLE AGISSONS POUR LE CLARAC DE DEMAIN;;;OUI;1;M;MANENT-MANENT;Jean-Paul;Française;;
31;Haute-Garonne;31148;Clermont-le-Fort;1;Tous pour Clermont-Le-Fort;Tous pour Clermont-Le-Fort;;;OUI;1;F;GIACHETTO;Bethy;Française;;
31;Haute-Garonne;31149;Colomiers;1;À Colomiers, changeons d'ère!;À Colomiers, changeons d'ère!;LDVG;Liste divers gauche;OUI;1;M;LÉPINEUX;François;Française;;OUI
31;Haute-Garonne;31149;Colomiers;2;LUTTE OUVRIÈRE - Le camp des Travailleurs;LUTTE OUVRIÈRE - Le camp des Travailleurs;LEXG;Liste d'extrême-gauche;OUI;1;M;CREVAT;Joachim;Française;;OUI
31;Haute-Garonne;31149;Colomiers;3;COLOMIERS A COEUR;COLOMIERS A COEUR;LUC;Liste d'union au centre;OUI;1;F;HOBET;Elodie;Française;;OUI
31;Haute-Garonne;31149;Colomiers;4;ESPRIT COLOMIERS 2026;ESPRIT COLOMIERS 2026;LUG;Liste d'union à gauche;OUI;1;F;TRAVAL-MICHELET;Karine;Française;;OUI
31;Haute-Garonne;31149;Colomiers;5;Ambitions Colomiers;Ambitions Colomiers;LDVC;Liste divers centre;OUI;1;M;LAMY;Thomas;Française;;OUI
31;Haute-Garonne;31150;Cornebarrieu;1;Aimer Cornebarrieu, Cadre de vie, Solidarité et Ambitions;Aimer Cornebarrieu, Cadre de vie, Solidarité et Ambitions;LDVC;Liste divers centre;OUI;1;M;TOPPAN;Alain;Française;;OUI
31;Haute-Garonne;31150;Cornebarrieu;2;Cornebarrieu - Pour une ville qui vit!;Cornebarrieu - Pour une ville qui vit!;LDIV;Liste Divers;OUI;1;M;BARDEAU;Claude-François;Française;;OUI
31;Haute-Garonne;31151;Corronsac;1;CORRONSAC 2026 UN PROJET QUI NOUS UNIT;CORRONSAC 2026 UN PROJET QUI NOUS UNIT;;;OUI;1;M;OUPLOMB;Thierry;Française;;
31;Haute-Garonne;31152;Coueilles;1;CONTINUONS ENSEMBLE POUR COUEILLES;CONTINUONS ENSEMBLE POUR COUEILLES;;;OUI;1;F;BODU;Carole;Française;;
31;Haute-Garonne;31153;Couladère;1;Liste Election municipale 2026 Commune de COULADERE;Liste Election municipale 2026 Commune de COULADERE;;;OUI;1;F;BOYER;Josiane;Française;;
31;Haute-Garonne;31155;Couret;1;AVEC VOUS, COURET DEMAIN;AVEC VOUS, COURET DEMAIN;;;OUI;1;M;AJAS;Jean-Luc;Française;;
31;Haute-Garonne;31156;Cox;1;Ensemble pour Cox;Ensemble pour Cox;;;OUI;1;M;HUAN;Marc;Française;;
31;Haute-Garonne;31157;Cugnaux;1;Cugnaux Osons Ensemble;Cugnaux Osons Ensemble;LDVG;Liste divers gauche;OUI;1;M;GOUDAL;Frédéric;Française;;OUI
31;Haute-Garonne;31157;Cugnaux;2;Cugnaux ensemble;Cugnaux ensemble;LDVD;Liste divers droite;OUI;1;M;AUJOULAT;Michel;Française;;OUI
31;Haute-Garonne;31157;Cugnaux;3;AVEC VOUS POUR CUGNAUX;AVEC VOUS POUR CUGNAUX;LUG;Liste d'union à gauche;OUI;1;M;SANCHEZ;Albert;Française;;OUI
31;Haute-Garonne;31157;Cugnaux;4;Demain pour Cugnaux avec Aurélien Andreu-Seigné;Demain pour Cugnaux avec Aurélien Andreu-Seigné;LDVC;Liste divers centre;OUI;1;M;ANDREU-SEIGNÉ;Aurélien;Française;;OUI
31;Haute-Garonne;31157;Cugnaux;5;Lutte ouvrière - Le camp des travailleurs;Lutte ouvrière - Le camp des travailleurs;LEXG;Liste d'extrême-gauche;OUI;1;M;CAUCHOIS;Claude;Française;;OUI
31;Haute-Garonne;31157;Cugnaux;6;Vivons Cugnaux;Vivons Cugnaux;LSOC;Liste du Parti socialiste;OUI;1;M;GRANVILLE;Fabrice;Française;;OUI
31;Haute-Garonne;31158;Cuguron;1;UNIS POUR CUGURON;UNIS POUR CUGURON;;;OUI;1;F;SANTAMARIA;Christine;Française;;
31;Haute-Garonne;31159;Le Cuing;1;LE CUING, CONTINUITE ET RENOUVEAU;LE CUING, CONTINUITE ET RENOUVEAU;;;OUI;1;M;DUPUY;David;Française;;
31;Haute-Garonne;31160;Daux;1;ENSEMBLE POUR DAUX;ENSEMBLE POUR DAUX;;;OUI;1;M;LAGORCE;Patrice;Française;;OUI
31;Haute-Garonne;31161;Deyme;1;DEYME un projet pour tous un avenir pour chacun;DEYME un projet pour tous un avenir pour chacun;;;OUI;1;M;BATLLE;Alain;Française;;OUI
31;Haute-Garonne;31161;Deyme;2;RÉINVENTER DEYME;RÉINVENTER DEYME;;;OUI;1;M;HEMPTINNE;Jean-Louis;Belge;;OUI
31;Haute-Garonne;31162;Donneville;1;Continuons Donneville ensemble;Continuons Donneville ensemble;;;OUI;1;M;CROUZIL;Bernard;Française;;OUI
31;Haute-Garonne;31163;Drémil-Lafage;1;Drémil-Lafage, un village uni pour un nouvel élan;Drémil-Lafage, un village uni pour un nouvel élan;;;OUI;1;M;BONARDI;Bruno;Française;;OUI
31;Haute-Garonne;31163;Drémil-Lafage;2;Continuons d'avancer ensemble;Continuons d'avancer ensemble;;;OUI;1;F;RUSSO;Ida;Française;;OUI
31;Haute-Garonne;31164;Drudas;1;Drudas Ensemble pour notre Village;Drudas Ensemble pour notre Village;;;OUI;1;M;DULONG;Denis;Française;;
31;Haute-Garonne;31165;Eaunes;1;Ensemble pour Eaunes;Ensemble pour Eaunes;LDVC;Liste divers centre;OUI;1;M;REBELLATO;Yves;Française;;OUI
31;Haute-Garonne;31165;Eaunes;2;Eaunes est a vous;Eaunes est a vous;LSOC;Liste du Parti socialiste;OUI;1;M;ESPINOSA;Daniel;Française;;OUI
31;Haute-Garonne;31165;Eaunes;3;AIMER EAUNES;AIMER EAUNES;LDVC;Liste divers centre;OUI;1;M;SOTTIL;Alain;Française;;OUI
31;Haute-Garonne;31165;Eaunes;4;"Eaunes 2026 :""une gazel"" agile pour faire bouger la ville !";"Eaunes 2026 : ""une gazel"" agile pour faire bouger la ville !";LDVD;Liste divers droite;OUI;1;F;GAZEL;Brigitte;Française;;OUI
31;Haute-Garonne;31166;Empeaux;1;NOTRE VILLAGE, NOTRE AVENIR;NOTRE VILLAGE, NOTRE AVENIR;;;OUI;1;M;GARROS;Christophe;Française;;
31;Haute-Garonne;31167;Encausse-les-Thermes;1;POUR QUE VIVE ENCAUSSE;POUR QUE VIVE ENCAUSSE;;;OUI;1;M;PRADERE;Jean Louis;Française;;
31;Haute-Garonne;31167;Encausse-les-Thermes;2;ENCAUSSE-LES-THERMES FRATERNELLE ET SOLIDAIRE;ENCAUSSE-LES-THERMES FRATERNELLE ET SOLIDAIRE;;;OUI;1;M;AVIRAGNET;Joël;Française;DEP;
31;Haute-Garonne;31168;Eoux;1;EOUX Passion Commune;EOUX Passion Commune;;;OUI;1;M;LEPLAT;José;Française;;
31;Haute-Garonne;31168;Eoux;2;S'UNIR POUR EOUX;S'UNIR POUR EOUX;;;OUI;1;F;REY;Monique;Française;;
31;Haute-Garonne;31169;Escalquens;1;AVEC VOUS POUR ESCALQUENS;AVEC VOUS POUR ESCALQUENS;LDVD;Liste divers droite;OUI;1;M;TRONCO;Jean-Luc;Française;;OUI
31;Haute-Garonne;31169;Escalquens;2;Escalquens un nouveau cap;Escalquens un nouveau cap;LDVG;Liste divers gauche;OUI;1;M;LALA;Yacin;Française;;OUI
31;Haute-Garonne;31170;Escanecrabe;1;RENOUVEAU POUR ESCANECRABE;RENOUVEAU POUR ESCANECRABE;;;OUI;1;M;ARSEGUET;Jean Claude;Française;;
31;Haute-Garonne;31171;Espanès;1;Espanes, vivre ensemble;Espanes, vivre ensemble;;;OUI;1;M;FAUCHER;Dominique;Française;;
31;Haute-Garonne;31172;Esparron;1;LISTE D'ENTENTE COMMUNALE;LISTE D'ENTENTE COMMUNALE;;;OUI;1;M;LAJOUS;Jean-Claude;Française;;
31;Haute-Garonne;31173;Esperce;1;agir ensemble pour Esperce;agir ensemble pour Esperce;;;OUI;1;F;BARTHE MICAALLEF;Sandrine;Française;;
31;Haute-Garonne;31174;Estadens;1;ESTADENS DEMAIN !;ESTADENS DEMAIN !;;;OUI;1;F;DELAYE;Ute;Française;;
31;Haute-Garonne;31174;Estadens;2;ENSEMBLE POUR L'AVENIR ESTADENS;ENSEMBLE POUR L'AVENIR ESTADENS;;;OUI;1;M;MARTIN;Robert;Française;;
31;Haute-Garonne;31175;Estancarbon;1;ENSEMBLE A ESTANCARBON;ENSEMBLE A ESTANCARBON;;;OUI;1;M;DUPIN;Christophe;Française;;
31;Haute-Garonne;31176;Esténos;1;UN NOUVEAU SOUFFLE POUR ESTENOS;UN NOUVEAU SOUFFLE POUR ESTENOS;;;OUI;1;M;BOYA;Vincent;Française;;
31;Haute-Garonne;31177;Eup;1;EUP POUR TOUS;EUP POUR TOUS;;;OUI;1;M;RUMEAU;Jean-Claude;Française;;
31;Haute-Garonne;31177;Eup;2;POURSUIVRE ENSEMBLE L'AVENIR DE EUP;POURSUIVRE ENSEMBLE L'AVENIR DE EUP;;;OUI;1;M;PEREMIQUEL;Mathieu;Française;;
31;Haute-Garonne;31178;Fabas;1;AVANCONS ENSEMBLE POUR FABAS;AVANCONS ENSEMBLE POUR FABAS;;;OUI;1;F;CHARLAS;Brigitte;Française;;
31;Haute-Garonne;31178;Fabas;2;ENSEMBLE POUR FABAS;ENSEMBLE POUR FABAS;;;OUI;1;M;ESTRADE;Alain;Française;;
31;Haute-Garonne;31179;Le Faget;1;Ensemble pour Le Faget;Ensemble pour Le Faget;;;OUI;1;M;CALMETTES;Francis;Française;;
31;Haute-Garonne;31180;Falga;1;Semons ensemble pour demain;Semons ensemble pour demain;;;OUI;1;F;GRANZOTTO;Helene;Française;;
31;Haute-Garonne;31180;Falga;2;UN NOUVEL ELAN POUR LE FALGA;UN NOUVEL ELAN POUR LE FALGA;;;OUI;1;M;BLANCHON;Pascal;Française;;
31;Haute-Garonne;31181;Le Fauga;1;UN ELAN POUR LE FAUGA;UN ELAN POUR LE FAUGA;;;OUI;1;M;DOMINE;Hervé;Française;;OUI
31;Haute-Garonne;31181;Le Fauga;2;LE FAUGA 2026, ENSEMBLE ON CONTINUE;LE FAUGA 2026, ENSEMBLE ON CONTINUE;;;OUI;1;M;PUIG;Jean-Marie;Française;;OUI
31;Haute-Garonne;31182;Fenouillet;1;FENOUILLETAINS;FENOUILLETAINS;LDVD;Liste divers droite;OUI;1;M;BROQUÈRE;Gilles;Française;;OUI
31;Haute-Garonne;31182;Fenouillet;2;Ensemble pour Fenouillet;Ensemble pour Fenouillet;LDVG;Liste divers gauche;OUI;1;M;DUHAMEL;Thierry;Française;;OUI
31;Haute-Garonne;31183;Figarol;1;ENSEMBLE SIMPLEMENT;ENSEMBLE SIMPLEMENT;;;OUI;1;M;VERGE;Éric;Française;;
31;Haute-Garonne;31184;Flourens;1;Flourens, le village qui nous rassemble;Flourens, le village qui nous rassemble;;;OUI;1;F;RIVOIRE;Marion;Française;;OUI
31;Haute-Garonne;31185;Folcarde;1;Folcarde pour tous;Folcarde pour tous;;;OUI;1;M;GUAGNO;Antoine Camille;Française;;
31;Haute-Garonne;31186;Fonbeauzard;1;Fonbeauzard avance, construisons notre avenir ensemble;Fonbeauzard avance, construisons notre avenir ensemble;;;OUI;1;M;LAMRHANI;Mostafa;Française;;OUI
31;Haute-Garonne;31187;Fonsorbes;1;Fonsorbes rassemblée,Fonsorbes en mieux !;Fonsorbes rassemblée,Fonsorbes en mieux !;LDVD;Liste divers droite;OUI;1;M;LAFOUX;Mathieu;Française;;OUI
31;Haute-Garonne;31187;Fonsorbes;2;FONSORBES VERS L'AVENIR;FONSORBES VERS L'AVENIR;LDVG;Liste divers gauche;OUI;1;M;SERRANI;Christian;Française;;OUI
31;Haute-Garonne;31187;Fonsorbes;3;Fonsorbes l'Humain d'Abord;Fonsorbes l'Humain d'Abord;LDVG;Liste divers gauche;OUI;1;M;PILET;Jean-Claude;Française;;OUI
31;Haute-Garonne;31187;Fonsorbes;4;FONSORBES CITOYENNETE;FONSORBES CITOYENNETE;LDVG;Liste divers gauche;OUI;1;M;SEVERAC;Philippe;Française;;OUI
31;Haute-Garonne;31188;Fontenilles;1;FONTENILLES AU COEUR;FONTENILLES AU COEUR;LDVC;Liste divers centre;OUI;1;M;TOUNTEVICH;Christophe;Française;;OUI
31;Haute-Garonne;31188;Fontenilles;2;FONTENILLES AUTHENTIQUE;FONTENILLES AUTHENTIQUE;LRN;Liste du Rassemblement National;OUI;1;F;DEMANGE-FIERLEJ;Nadine;Française;;OUI
31;Haute-Garonne;31189;Forgues;1;CAP SUR DEMAIN;CAP SUR DEMAIN;;;OUI;1;M;ARAGON;Gabriel;Française;;
31;Haute-Garonne;31190;Fos;1;UNE EQUIPE AU SERVICE DE TOUS;UNE EQUIPE AU SERVICE DE TOUS;;;OUI;1;F;DEQUESNE;Isabelle;Française;;
31;Haute-Garonne;31190;Fos;2;UNIS POUR L'AVENIR DE FOS;UNIS POUR L'AVENIR DE FOS;;;OUI;1;M;PENETRO;Pascal;Française;;
31;Haute-Garonne;31191;Fougaron;1;LA VOIX DE FOURAGON;LA VOIX DE FOURAGON;;;OUI;1;M;CONORT;Lilian;Française;;
31;Haute-Garonne;31191;Fougaron;2;ENSEMBLE FAISONS VIVRE FOUGARON;ENSEMBLE FAISONS VIVRE FOUGARON;;;OUI;1;M;ESCAIG;Jean-Pierre;Française;;
31;Haute-Garonne;31192;Fourquevaux;1;Fourquevaux c'est vous;Fourquevaux c'est vous;;;OUI;1;M;CAPELLE;Olivier;Française;;
31;Haute-Garonne;31193;Le Fousseret;1;ensemble construisons l'avenir;ensemble construisons l'avenir;;;OUI;1;M;GALIAY;Jean-Sébastien;Française;;OUI
31;Haute-Garonne;31193;Le Fousseret;2;AVEC VOUS POUR LE FOUSSERET;AVEC VOUS POUR LE FOUSSERET;;;OUI;1;F;LAFARGUE VIATGÉ;Claudine;Française;;OUI
31;Haute-Garonne;31194;Francarville;1;Vivre ensemble;Vivre ensemble;;;OUI;1;M;FIGNES;Jean-Claude;Française;;
31;Haute-Garonne;31195;Francazal;1;FRANCAZAL ENSEMBLE;FRANCAZAL ENSEMBLE;;;OUI;1;M;LOUBET;Olivier Firmin Sylvain;Française;;
31;Haute-Garonne;31196;Francon;1;POURSUIVONS ENSEMBLE;POURSUIVONS ENSEMBLE;;;OUI;1;M;GALEA;Georges;Française;;
31;Haute-Garonne;31196;Francon;2;TOUS POUR FRANCON !;TOUS POUR FRANCON !;;;OUI;1;M;ELGER;Arnaud;Française;;
31;Haute-Garonne;31197;Franquevielle;1;VIVRE, AGIR ENSEMBLE POUR FRANQUEVIELLE;VIVRE, AGIR ENSEMBLE POUR FRANQUEVIELLE;;;OUI;1;F;NICOLAS;Virginie;Française;;
31;Haute-Garonne;31198;Le Fréchet;1;UNIS POUR LE FRECHET;UNIS POUR LE FRECHET;;;OUI;1;M;LAVAIL;Frédéric;Française;;
31;Haute-Garonne;31199;Fronsac;1;FRONSAC ENSEMBLE : UN CHEMIN POUR TOUS;FRONSAC ENSEMBLE : UN CHEMIN POUR TOUS;;;OUI;1;M;MICHEL;Pierre;Française;;
31;Haute-Garonne;31199;Fronsac;2;ENSEMBLE POUR FRONSAC : CONTINUITE, SOLIDARITE ET DYNAMISME;ENSEMBLE POUR FRONSAC : CONTINUITE, SOLIDARITE ET DYNAMISME;;;OUI;1;F;NOBLE;Françoise;Française;;
31;Haute-Garonne;31200;Frontignan-de-Comminges;1;CONTINUONS D'AVANCER ENSEMBLE;CONTINUONS D'AVANCER ENSEMBLE;;;OUI;1;M;PLANAS;Yves;Française;;
31;Haute-Garonne;31201;Frontignan-Savès;1;LISTE D'UNION ET DE DEFENSE DES INTERETS COMMUNAUX;LISTE D'UNION ET DE DEFENSE DES INTERETS COMMUNAUX;;;OUI;1;M;SALLES;Thierry;Française;;
31;Haute-Garonne;31202;Fronton;1;UNIS POUR FRONTON;UNIS POUR FRONTON;LDVD;Liste divers droite;OUI;1;M;CAVAGNAC;Hugo;Française;;OUI
31;Haute-Garonne;31202;Fronton;2;Rassemblés pour les frontonnais;Rassemblés pour les frontonnais;LRN;Liste du Rassemblement National;OUI;1;M;TERZY;Serge;Française;;OUI
31;Haute-Garonne;31203;Frouzins;1;FROUZINS EN COMMUN;FROUZINS EN COMMUN;LUG;Liste d'union à gauche;OUI;1;M;LAFFON;Jérôme;Française;;OUI
31;Haute-Garonne;31203;Frouzins;2;FROUZINS AUTREMENT;FROUZINS AUTREMENT;LDVC;Liste divers centre;OUI;1;M;FALCOU;Cédric;Française;;OUI
31;Haute-Garonne;31203;Frouzins;3;UN NOUVEL ELAN;UN NOUVEL ELAN;LDVG;Liste divers gauche;OUI;1;F;LOPEZ;Lydie;Française;;OUI
31;Haute-Garonne;31204;Fustignac;1;DEFENSE DES INTERETS COMMUNAUX;DEFENSE DES INTERETS COMMUNAUX;;;OUI;1;M;DOMEJEAN;Joël;Française;;
31;Haute-Garonne;31205;Gagnac-sur-Garonne;1;GAGNAC ENSEMBLE;GAGNAC ENSEMBLE;;;OUI;1;M;BERGOUGNOUX;Patrick;Française;;OUI
31;Haute-Garonne;31206;Gaillac-Toulza;1;Liste d'entente républicaine pour la gestion de la commune;Liste d'entente républicaine pour la gestion de la commune;;;OUI;1;M;MESPLIÉ;Hubert;Française;;OUI
31;Haute-Garonne;31207;Galié;1;GALIE 2026;GALIE 2026;;;OUI;1;M;PAYN;Xavier;Française;;
31;Haute-Garonne;31208;Ganties;1;MIEUX VIVRE ENSEMBLE;MIEUX VIVRE ENSEMBLE;;;OUI;1;F;REY;Jeannine;Française;;
31;Haute-Garonne;31208;Ganties;2;CONSTRUIRE UN AVENIR COMMUN;CONSTRUIRE UN AVENIR COMMUN;;;OUI;1;M;ABADIE;Michel-Claude;Française;;
31;Haute-Garonne;31209;Garac;1;Avenir de Garac;Avenir de Garac;;;OUI;1;M;MELAC;Joël;Française;;
31;Haute-Garonne;31210;Gardouch;1;AGIR ENSEMBLE POUR GARDOUCH;AGIR ENSEMBLE POUR GARDOUCH;;;OUI;1;M;GUERRA;Olivier;Française;;OUI
31;Haute-Garonne;31210;Gardouch;2;UN COLLECTIF POUR GARDOUCH;UN COLLECTIF POUR GARDOUCH;;;OUI;1;M;BOURROUNET;Gilles;Française;;OUI
31;Haute-Garonne;31211;Gargas;1;Ensemble pour Gargas;Ensemble pour Gargas;;;OUI;1;F;GIBERT;Jeanine;Française;;
31;Haute-Garonne;31212;Garidech;1;ENSEMBLE POUR GARIDECH;ENSEMBLE POUR GARIDECH;;;OUI;1;M;RICHARD;Vincent;Française;;OUI
31;Haute-Garonne;31212;Garidech;2;Démocratie participative Garidech;Démocratie participative Garidech;;;OUI;1;M;CORBIÈRE;Sylvain;Française;;OUI
31;Haute-Garonne;31213;Garin;1;ENSEMBLE POUR GARIN;ENSEMBLE POUR GARIN;;;OUI;1;M;DUPLAN;Patrick;Française;;
31;Haute-Garonne;31215;Gauré;1;Gauré avec vous;Gauré avec vous;;;OUI;1;M;GALINIER;Christian;Française;;
31;Haute-Garonne;31216;Gémil;1;Vivre à Gémil;Vivre à Gémil;;;OUI;1;M;BAUDOU;Jean-Noël;Française;;
31;Haute-Garonne;31217;Génos;1;GENOS, AUJOURD'HUI ET DEMAIN;GENOS, AUJOURD'HUI ET DEMAIN;;;OUI;1;M;CHAPOT;Denis;Française;;
31;Haute-Garonne;31218;Gensac-de-Boulogne;1;GENSAC POUR TOUS;GENSAC POUR TOUS;;;OUI;1;M;SABATHE;Daniel;Française;;
31;Haute-Garonne;31219;Gensac-sur-Garonne;1;GENSAC D'UN SEUL ELAN;GENSAC D'UN SEUL ELAN;;;OUI;1;F;PETAUT - JEAN;Sophie;Française;;
31;Haute-Garonne;31220;Gibel;1;TOUS ENSEMBLE POUR GIBEL;TOUS ENSEMBLE POUR GIBEL;;;OUI;1;M;PEYRE;Roland;Française;;
31;Haute-Garonne;31221;Gouaux-de-Larboust;1;ENSEMBLE POUR GOUAUX DE LARBOUST;ENSEMBLE POUR GOUAUX DE LARBOUST;;;OUI;1;M;ARROUS;Jean-Luc;Française;;
31;Haute-Garonne;31221;Gouaux-de-Larboust;2;POUR GOUAUX-DE-LARBOUST, POUR LES AGUDES, POUR LA VALLEE;POUR GOUAUX-DE-LARBOUST, POUR LES AGUDES, POUR LA VALLEE;;;OUI;1;M;DE PECO;Serge;Française;;
31;Haute-Garonne;31222;Gouaux-de-Luchon;1;GOUAUX;GOUAUX;;;OUI;1;M;PRINCE;Bernard;Française;;
