Code département;Département;Code circonscription;Circonscription;Numéro de panneau;Libellé abrégé de liste;Libellé de la liste;Code nuance de liste;Nuance de liste;Tête de liste;Ordre;Sexe;Nom sur le bulletin de vote;Prénom sur le bulletin de vote;Nationalité;Code personnalité;CC
31;Haute-Garonne;31340;Mervilla;2;MERVILLA NOUVELLE ÉNERGIE;MERVILLA NOUVELLE ÉNERGIE;;;OUI;1;M;CALVET;Bernard;Française;;
31;Haute-Garonne;31341;Merville;1;MERVILLE EN VRAI;MERVILLE EN VRAI;LDVD;Liste divers droite;OUI;1;F;OGRODNIK;Patricia;Française;;OUI
31;Haute-Garonne;31341;Merville;2;Merville avec vous;Merville avec vous;LDIV;Liste Divers;OUI;1;F;AYGAT;Chantal;Française;;OUI
31;Haute-Garonne;31342;Milhas;1;Ensemble pour Milhas;Ensemble pour Milhas;;;OUI;1;F;SAINT-PAUL;Eveline;Française;;
31;Haute-Garonne;31343;Mirambeau;1;ENSEMBLE POUR MIRAMBEAU;ENSEMBLE POUR MIRAMBEAU;;;OUI;1;F;MARTIN;Sandrine;Française;;
31;Haute-Garonne;31344;Miramont-de-Comminges;1;UNIS POUR MIRAMONT-DE-COMMINGES;UNIS POUR MIRAMONT-DE-COMMINGES;;;OUI;1;F;VIGNEAUX;Laure;Française;;
31;Haute-Garonne;31345;Miremont;1;Miremont avec vous;Miremont avec vous;;;OUI;1;M;DIDIER;Claude;Française;;OUI
31;Haute-Garonne;31346;Mirepoix-sur-Tarn;1;Demain Mirepoix sur pont;Demain Mirepoix sur pont;;;OUI;1;F;BLANCHARD ESSNER;Sonia;Française;;OUI
31;Haute-Garonne;31347;Molas;1;MOLAS ENSEMBLE;MOLAS ENSEMBLE;;;OUI;1;M;PERIER;Michel;Française;;
31;Haute-Garonne;31348;Moncaup;1;ENSEMBLE POUR MONCAUP;ENSEMBLE POUR MONCAUP;;;OUI;1;M;CAYRE;Laurent;Française;;
31;Haute-Garonne;31349;Mondavezan;1;liste d'entente pour le maintien des intérêts communaux;liste d'entente pour le maintien des intérêts communaux;;;OUI;1;M;COSTE;André;Française;;
31;Haute-Garonne;31350;Mondilhan;1;LISTE POUR LA DEFENSE DES INTERETS COMMUNAUX;LISTE POUR LA DEFENSE DES INTERETS COMMUNAUX;;;OUI;1;M;GASPARD;Joseph;Française;;
31;Haute-Garonne;31350;Mondilhan;2;Unité et Diversité pour les Mondilhannais;Unité et Diversité pour les Mondilhannais;;;OUI;1;F;GILLOUX;Christelle;Française;;
31;Haute-Garonne;31351;Mondonville;1;Rassemblement pour Mondonville;Rassemblement pour Mondonville;LRN;Liste du Rassemblement National;OUI;1;M;BROSED;Christophe;Française;;OUI
31;Haute-Garonne;31351;Mondonville;2;Agir pour Mondonville;Agir pour Mondonville;LDIV;Liste Divers;OUI;1;M;DEVISE;Philippe;Française;;OUI
31;Haute-Garonne;31351;Mondonville;3;MONDONVILLE EN MOUVEMENT;MONDONVILLE EN MOUVEMENT;LDIV;Liste Divers;OUI;1;F;BARRAQUÉ ONNO;Véronique;Française;;OUI
31;Haute-Garonne;31352;Mondouzil;1;ENSEMBLE POUR MONDOUZIL;ENSEMBLE POUR MONDOUZIL;;;OUI;1;M;MEDINA;Robert;Française;;
31;Haute-Garonne;31353;Monès;1;EN AVANT POUR MONES;EN AVANT POUR MONES;;;OUI;1;M;GALEY;Cédric;Française;;
31;Haute-Garonne;31354;Monestrol;1;Monestrol 2026;Monestrol 2026;;;OUI;1;M;RIAL;Guilhem;Française;;
31;Haute-Garonne;31355;Mons;1;Ensemble pour Mons;Ensemble pour Mons;;;OUI;1;M;PROUST;Bernard;Française;;OUI
31;Haute-Garonne;31356;Montaigut-sur-Save;1;Vivre ensemble à Montaigut sur Save;Vivre ensemble à Montaigut sur Save;;;OUI;1;M;CODINE;François;Française;;OUI
31;Haute-Garonne;31357;Montastruc-de-Salies;1;UNIS POUR MONTASTRUC DE SALIES;UNIS POUR MONTASTRUC DE SALIES;;;OUI;1;F;MONTEGUT;Véronique;Française;;
31;Haute-Garonne;31358;Montastruc-la-Conseillère;1;MONTASTRUC C'EST VOUS;MONTASTRUC C'EST VOUS;LDIV;Liste Divers;OUI;1;M;CAPEL;Jean-Baptiste;Française;;OUI
31;Haute-Garonne;31359;Montastruc-Savès;1;ENSEMBLE POUR MONTASTRUC-SAVES;ENSEMBLE POUR MONTASTRUC-SAVES;;;OUI;1;M;LARRIEU;Joël;Française;;
31;Haute-Garonne;31360;Montauban-de-Luchon;1;MONTAUBAN-DE-LUCHON, L'ESPRIT VILLAGE;MONTAUBAN-DE-LUCHON, L'ESPRIT VILLAGE;;;OUI;1;M;BASELGA;Jean-François;Française;;
31;Haute-Garonne;31361;Montaut;1;MONTAUT, ENSEMBLE AU COEUR DE NOTRE TERRITOIRE;MONTAUT, ENSEMBLE AU COEUR DE NOTRE TERRITOIRE;;;OUI;1;M;VIEL;Pierre;Française;;
31;Haute-Garonne;31362;Montberaud;1;VIVRE MONTBERAUD ENSEMBLE;VIVRE MONTBERAUD ENSEMBLE;;;OUI;1;M;DENJEAN;Raymond;Française;;
31;Haute-Garonne;31363;Montbernard;1;ENSEMBLE POUR MONTBERNARD;ENSEMBLE POUR MONTBERNARD;;;OUI;1;M;COUMES;Pascal;Française;;
31;Haute-Garonne;31364;Montberon;1;Ensemble, cultivons l'avenir;Ensemble, cultivons l'avenir;;;OUI;1;M;SAVIGNY;Thierry;Française;;OUI
31;Haute-Garonne;31364;Montberon;2;OBJECTIF CHOISIR;OBJECTIF CHOISIR;;;OUI;1;F;PASTOR;Carol;Française;;OUI
31;Haute-Garonne;31365;Montbrun-Bocage;1;avec vous;avec vous;;;OUI;1;F;SEGUELA;Lucie;Française;;
31;Haute-Garonne;31366;Montbrun-Lauragais;1;Montbrun 2026;Montbrun 2026;;;OUI;1;M;BERNADBEROY;Marc;Française;;
31;Haute-Garonne;31367;Montclar-de-Comminges;1;Préservons notre terre;Préservons notre terre;;;OUI;1;M;LAFFAGE;Philippe;Française;;
31;Haute-Garonne;31367;Montclar-de-Comminges;2;VIVRE ENSEMBLE A MONTCLAR;VIVRE ENSEMBLE A MONTCLAR;;;OUI;1;F;SALAS;Cécile;Française;;
31;Haute-Garonne;31368;Montclar-Lauragais;1;Montclar ensemble;Montclar ensemble;;;OUI;1;M;LABATUT;David;Française;;
31;Haute-Garonne;31369;Mont-de-Galié;1;CONTINUONS ENSEMBLE;CONTINUONS ENSEMBLE;;;OUI;1;F;LAYUS-COUSTET;Daniele;Française;;
31;Haute-Garonne;31370;Montégut-Bourjac;1;MONTEGUT BOURJAC POUR TOUS;MONTEGUT BOURJAC POUR TOUS;;;OUI;1;F;DUFFORT-PIQUES;Régina;Française;;
31;Haute-Garonne;31371;Montégut-Lauragais;1;Vivons ensemble Montégut-Lauragais;Vivons ensemble Montégut-Lauragais;;;OUI;1;M;BARBASTE;Philippe;Française;;
31;Haute-Garonne;31371;Montégut-Lauragais;2;Un nouveau souffle pour notre village;Un nouveau souffle pour notre village;;;OUI;1;M;CAMPOS;Pascal;Française;;
31;Haute-Garonne;31372;Montespan;1;MONTESPAN 2026 : FORCE DETERMINATION ET COMBATIVITE;MONTESPAN 2026 : FORCE DETERMINATION ET COMBATIVITE;;;OUI;1;F;LLORENS;Marie-Christine;Française;;
31;Haute-Garonne;31373;Montesquieu-Guittaut;1;BIEN VIVRE ENSEMBLE A MONTESQUIEU GUITTAUT;BIEN VIVRE ENSEMBLE A MONTESQUIEU GUITTAUT;;;OUI;1;M;CASTEX;David;Française;;
31;Haute-Garonne;31374;Montesquieu-Lauragais;1;Ensemble pour Montesquieu;Ensemble pour Montesquieu;;;OUI;1;M;MAHCER;Abdelrani;Française;;OUI
31;Haute-Garonne;31375;Montesquieu-Volvestre;1;AGIR POUR UN AVENIR COMMUN;AGIR POUR UN AVENIR COMMUN;;;OUI;1;M;BIENVENU;Frédéric;Française;;OUI
31;Haute-Garonne;31376;Montgaillard-de-Salies;1;MONTGAILLARD POUR TOUS;MONTGAILLARD POUR TOUS;;;OUI;1;F;DUCHEIN;Sylvie;Française;;
31;Haute-Garonne;31377;Montgaillard-Lauragais;1;Ensemble pour l'avenir de Montgaillard-Lauragais;Ensemble pour l'avenir de Montgaillard-Lauragais;;;OUI;1;M;DANIAU;Jean Louis;Française;;
31;Haute-Garonne;31378;Montgaillard-sur-Save;1;TOUS POUR MONTGAILLARD;TOUS POUR MONTGAILLARD;;;OUI;1;M;MALEPLATE;Jérôme;Française;;
31;Haute-Garonne;31379;Montgazin;1;Liste d'union et de gestion communale;Liste d'union et de gestion communale;;;OUI;1;F;GILAMA;Chantal;Française;;
31;Haute-Garonne;31380;Montgeard;1;VIVRE ENSEMBLE 2026;VIVRE ENSEMBLE 2026;;;OUI;1;M;KONDRYSZYN;Serge;Française;;
31;Haute-Garonne;31380;Montgeard;2;Ensemble pour MONTGEARD;Ensemble pour MONTGEARD;;;OUI;1;F;CROUZIL;Maryse;Française;;
31;Haute-Garonne;31381;Montgiscard;1;MONTGISCARD pour tous;MONTGISCARD pour tous;;;OUI;1;M;FOREST;Laurent;Française;;OUI
31;Haute-Garonne;31382;Montgras;1;ENSEMBLE POUR MONTGRAS;ENSEMBLE POUR MONTGRAS;;;OUI;1;M;CASTILLON;Eric;Française;;
31;Haute-Garonne;31383;Montjoire;1;MONTJOIRE A VENIR;MONTJOIRE A VENIR;;;OUI;1;F;GOUSMAR;Isabelle;Française;;OUI
31;Haute-Garonne;31384;Montlaur;1;Montlaur un avenir commun;Montlaur un avenir commun;;;OUI;1;M;HUMBERT-DROZ;Arnaud;Française;;OUI
31;Haute-Garonne;31385;Montmaurin;1;UNIS POUR MONTMAURIN;UNIS POUR MONTMAURIN;;;OUI;1;M;MIRO;Bertrand;Française;;
31;Haute-Garonne;31385;Montmaurin;2;MONTMAURIN DEMAIN;MONTMAURIN DEMAIN;;;OUI;1;F;QUEREILHAC;Véronique;Française;;
31;Haute-Garonne;31386;Montoulieu-Saint-Bernard;1;ENSEMBLE CONTINUONS;ENSEMBLE CONTINUONS;;;OUI;1;M;MASSARIN;Yvan;Française;;
31;Haute-Garonne;31387;Montoussin;1;BIEN VIVRE A MONTOUSSIN;BIEN VIVRE A MONTOUSSIN;;;OUI;1;M;BARON;Cédric;Française;;
31;Haute-Garonne;31388;Montpitol;1;Un village pour tous un avenir commun;Un village pour tous un avenir commun;;;OUI;1;M;MARTY;Christophe;Française;;
31;Haute-Garonne;31388;Montpitol;2;MONTPITOL EN CONFIANCE;MONTPITOL EN CONFIANCE;;;OUI;1;M;CASALE;Jean-François;Française;;
31;Haute-Garonne;31389;Montrabé;1;DEMAIN MONTRABÉ;DEMAIN MONTRABÉ;LDVG;Liste divers gauche;OUI;1;M;LARROQUE;Joël;Française;;OUI
31;Haute-Garonne;31389;Montrabé;2;Montrabé +;Montrabé +;LDVC;Liste divers centre;OUI;1;M;LECOQ-KROMWEL;Olivier;Française;;OUI
31;Haute-Garonne;31390;Montréjeau;1;CAP SUR L'AVENIR;CAP SUR L'AVENIR;;;OUI;1;M;BARON;Jérôme;Française;;OUI
31;Haute-Garonne;31390;Montréjeau;2;AIMER MONTREJEAU;AIMER MONTREJEAU;;;OUI;1;M;GALLET;Jacques;Française;;OUI
31;Haute-Garonne;31390;Montréjeau;3;MONTREJEAU FORCE D'AVENIR;MONTREJEAU FORCE D'AVENIR;;;OUI;1;M;CAPOMASI;Michel;Française;;OUI
31;Haute-Garonne;31391;Montsaunès;1;POUR UN VILLAGE VIVANT ET SOLIDAIRE;POUR UN VILLAGE VIVANT ET SOLIDAIRE;;;OUI;1;M;BOYREAU;Michel;Française;;
31;Haute-Garonne;31392;Mourvilles-Basses;1;Défense des intérêts communaux et ruraux;Défense des intérêts communaux et ruraux;;;OUI;1;M;DE VILLELE;Philippe;Française;;
31;Haute-Garonne;31393;Mourvilles-Hautes;1;Ensemble pour MOURVILLES-HAUTES;Ensemble pour MOURVILLES-HAUTES;;;OUI;1;M;BORDIGNON;Mathieu;Française;;
31;Haute-Garonne;31394;Moustajon;1;ENSEMBLE POUR MOUSTAJON;ENSEMBLE POUR MOUSTAJON;;;OUI;1;M;ABADIA;Jean-François;Française;;
31;Haute-Garonne;31395;Muret;1;LUTTE OUVRIERE - LE CAMP DES TRAVAILLEURS;LUTTE OUVRIERE - LE CAMP DES TRAVAILLEURS;LEXG;Liste d'extrême-gauche;OUI;1;M;BERGNES;Hervé;Française;;OUI
31;Haute-Garonne;31395;Muret;2;du pepp's pour muret;du pepp's pour muret;LDVG;Liste divers gauche;OUI;1;M;DELAHAYE;Christophe;Française;;OUI
31;Haute-Garonne;31395;Muret;3;MURET POUR VOUS ET AVEC VOUS;MURET POUR VOUS ET AVEC VOUS;LDVG;Liste divers gauche;OUI;1;M;MANDEMENT;André;Française;;OUI
31;Haute-Garonne;31395;Muret;4;POUR L'AVENIR DE MURET ! AVEC FABIO SERRA;POUR L'AVENIR DE MURET ! AVEC FABIO SERRA;LRN;Liste du Rassemblement National;OUI;1;M;SERRA;Fabio;Française;;OUI
31;Haute-Garonne;31396;Nailloux;1;Nailloux Bouge Avec Vous;Nailloux Bouge Avec Vous;LDVG;Liste divers gauche;OUI;1;F;GLEYSES;Lison;Française;;OUI
31;Haute-Garonne;31396;Nailloux;2;Nailloux demain;Nailloux demain;LECO;Liste écologiste;OUI;1;M;DELMAS;Christian;Française;;OUI
31;Haute-Garonne;31397;Nénigan;1;NENIGAN'SEMBLE;NENIGAN'SEMBLE;;;OUI;1;M;CRESPIN;Damien;Française;;
31;Haute-Garonne;31398;Nizan-Gesse;1;JUSTE NOUS;JUSTE NOUS;;;OUI;1;M;SOLLE;Mathieu;Française;;
31;Haute-Garonne;31399;Noé;1;NOE POUR TOUS;NOE POUR TOUS;;;OUI;1;M;CAZARRÉ;Max;Française;;OUI
31;Haute-Garonne;31400;Nogaret;1;ENSEMBLE POUR NOGARET;ENSEMBLE POUR NOGARET;;;OUI;1;M;PLANELLA;Fabien;Française;;
31;Haute-Garonne;31401;Noueilles;1;Ensemble pour Noueilles;Ensemble pour Noueilles;;;OUI;1;M;MATTER;Yannick;Française;;
31;Haute-Garonne;31401;Noueilles;2;Avec vous pour Noueilles;Avec vous pour Noueilles;;;OUI;1;F;SAVES;Marie José;Française;;
31;Haute-Garonne;31402;Odars;1;Odars A Venir;Odars A Venir;;;OUI;1;F;BERTHELOT;Béatrice;Française;;
31;Haute-Garonne;31403;Ondes;1;Ondes simplement;Ondes simplement;;;OUI;1;M;PAVAN;André;Française;;
31;Haute-Garonne;31404;Oô;1;LISTE D'UNION MUNICIPALE POUR OÔ;LISTE D'UNION MUNICIPALE POUR OÔ;;;OUI;1;M;RIVES;Jean-Jacques;Française;;
31;Haute-Garonne;31405;Ore;1;ORE AU COEUR !;ORE AU COEUR !;;;OUI;2;M;LARGY;Pierre;Française;;
31;Haute-Garonne;31406;Palaminy;1;AGIR ENSEMBLE POUR PALAMINY;AGIR ENSEMBLE POUR PALAMINY;;;OUI;1;M;SENSEBÉ;Christian;Française;;
31;Haute-Garonne;31407;Paulhac;1;AVEC VOUS POUR PAULHAC;AVEC VOUS POUR PAULHAC;;;OUI;1;F;RAOUX;Nathalie;Française;;OUI
31;Haute-Garonne;31408;Payssous;1;UNION ET SOLISARITE POUR TOUS;UNION ET SOLISARITE POUR TOUS;;;OUI;1;M;RENAUD;Jacques;Française;;
31;Haute-Garonne;31409;Péchabou;1;Péchabou uni;Péchabou uni;;;OUI;1;F;SANGAY;Dominique;Française;;OUI
31;Haute-Garonne;31410;Pechbonnieu;1;Pechbonnieu pour vous, avec vous;Pechbonnieu pour vous, avec vous;LDVG;Liste divers gauche;OUI;1;F;GEIL-GOMEZ;Sabine;Française;;OUI
31;Haute-Garonne;31410;Pechbonnieu;2;COLLECTIF PECHBOMIEUX;COLLECTIF PECHBOMIEUX;LDVD;Liste divers droite;OUI;1;M;LAFFONT;Pierre;Française;;OUI
31;Haute-Garonne;31411;Pechbusque;1;Pour que Pechbusque reste un village où il fait bon vivre;Pour que Pechbusque reste un village où il fait bon vivre;;;OUI;1;M;BELAIR;Didier;Française;;
31;Haute-Garonne;31412;Péguilhan;1;AGIR POUR NOTRE VILLAGE;AGIR POUR NOTRE VILLAGE;;;OUI;1;F;LAURENTIES BARRERE;Céline;Française;;
31;Haute-Garonne;31413;Pelleport;1;Continuons Ensemble;Continuons Ensemble;;;OUI;1;M;BARGE SANSELME;Christian;Française;;
31;Haute-Garonne;31413;Pelleport;2;PELLEPORT AUTREMENT;PELLEPORT AUTREMENT;;;OUI;1;M;VANHECKE;Romain;Française;;
31;Haute-Garonne;31414;Peyrissas;1;PEYRISSAS DEMAIN;PEYRISSAS DEMAIN;;;OUI;1;M;LOUBEYRE;Guy;Française;;
31;Haute-Garonne;31415;Peyrouzet;1;ENSEMBLE POUR PEYROUZET;ENSEMBLE POUR PEYROUZET;;;OUI;1;M;LAGRANGE;Philippe;Française;;
31;Haute-Garonne;31416;Peyssies;1;Notre Village votre Avenir;Notre Village votre Avenir;;;OUI;1;M;CLAUDIN;Yoann;Française;;
31;Haute-Garonne;31417;Pibrac;1;Unis pour Pibrac;Unis pour Pibrac;LDIV;Liste Divers;OUI;1;M;COSTES;Bruno;Française;;OUI
31;Haute-Garonne;31417;Pibrac;2;Demain Pibrac 2026;Demain Pibrac 2026;LDVG;Liste divers gauche;OUI;1;F;CORTIJO;Denise;Française;;OUI
31;Haute-Garonne;31418;Pin-Balma;1;Préserver et rassembler PIN-BALMA;Préserver et rassembler PIN-BALMA;;;OUI;1;M;BEZERRA;Gil;Française;;OUI
31;Haute-Garonne;31419;Le Pin-Murelet;1;ensemble pour le pin murelet;ensemble pour le pin murelet;;;OUI;1;M;SOULES;Jean-Luc;Française;;
31;Haute-Garonne;31420;Pinsaguel;1;PINSAGUEL CONFLUENCE DES FUTURS;PINSAGUEL CONFLUENCE DES FUTURS;;;OUI;1;M;BOURNET;Jean-Pierre;Française;;OUI
31;Haute-Garonne;31420;Pinsaguel;2;AIMER PINSAGUEL;AIMER PINSAGUEL;;;OUI;1;M;BÉRAIL;Olivier;Française;;OUI
31;Haute-Garonne;31421;Pins-Justaret;1;PINS-JUSTARET DEMAIN;PINS-JUSTARET DEMAIN;LDVC;Liste divers centre;OUI;1;M;GUERRIOT;Philippe;Française;;OUI
31;Haute-Garonne;31422;Plagne;1;PLAGNE, NOS RACINES, NOTRE AVENIR;PLAGNE, NOS RACINES, NOTRE AVENIR;;;OUI;1;M;FONADE;Thierry;Française;;
31;Haute-Garonne;31422;Plagne;2;Plagne osons ensemble;Plagne osons ensemble;;;OUI;1;M;DEDIEU;Christian;Française;;
31;Haute-Garonne;31423;Plagnole;1;ENSEMBLE POUR PLAGNOLE;ENSEMBLE POUR PLAGNOLE;;;OUI;1;M;DUPUY;Georges;Française;;
31;Haute-Garonne;31424;Plaisance-du-Touch;1;Plaisance, solidaire et responsable;Plaisance, solidaire et responsable;LDVG;Liste divers gauche;OUI;1;M;GUYOT;Philippe;Française;;OUI
31;Haute-Garonne;31424;Plaisance-du-Touch;2;L'ALTERNANCE POUR PLAISANCE;L'ALTERNANCE POUR PLAISANCE;LRN;Liste du Rassemblement National;OUI;1;M;BREFEL;Anthony;Française;;OUI
31;Haute-Garonne;31424;Plaisance-du-Touch;3;Plaisance citoyenne;Plaisance citoyenne;LDVG;Liste divers gauche;OUI;1;F;QUEVAL;Florence;Française;;OUI
31;Haute-Garonne;31424;Plaisance-du-Touch;4;Tous ensemble pour Plaisance;Tous ensemble pour Plaisance;LDVC;Liste divers centre;OUI;1;M;PELLEGRINO;Joseph;Française;;OUI
31;Haute-Garonne;31425;Le Plan;1;CONTINUONS POUR DEMAIN;CONTINUONS POUR DEMAIN;;;OUI;1;M;SERVAT;Jacques;Française;;
31;Haute-Garonne;31426;Pointis-de-Rivière;1;ENSEMBLE,TOUJOURS DYNAMIQUE POUR POINTIS;ENSEMBLE,TOUJOURS DYNAMIQUE POUR POINTIS;;;OUI;1;M;BISTOLFI;Patrick;Française;;
31;Haute-Garonne;31427;Pointis-Inard;1;UNIS POUR POINTIS-INARD;UNIS POUR POINTIS-INARD;;;OUI;1;M;SAUNE;Philippe;Française;;
31;Haute-Garonne;31427;Pointis-Inard;2;UN NOUVEL ELAN, ENSEMBLE;UN NOUVEL ELAN, ENSEMBLE;;;OUI;1;M;FROECHLY;Christophe;Française;;
31;Haute-Garonne;31428;Polastron;1;UNIS POUR POLASTRON - CONTINUONS ENSEMBLE POUR NOTRE VILLAGE;UNIS POUR POLASTRON - CONTINUONS ENSEMBLE POUR NOTRE VILLAGE;;;OUI;1;F;LAUGA;Marie-Hélène;Française;;
31;Haute-Garonne;31428;Polastron;2;POLASTRON-NOUVEAU SOUFFLE;POLASTRON-NOUVEAU SOUFFLE;;;OUI;1;M;ESTEBE;Julien;Française;;
31;Haute-Garonne;31429;Pompertuzat;1;AGIR POUR DEMAIN;AGIR POUR DEMAIN;;;OUI;1;F;GALVANI;Christine;Française;;OUI
31;Haute-Garonne;31430;Ponlat-Taillebourg;1;ENSEMBLE POUR NOTRE VILLAGE;ENSEMBLE POUR NOTRE VILLAGE;;;OUI;1;M;FOURTIES;Gilles;Française;;
31;Haute-Garonne;31431;Portet-d'Aspet;1;FAIRE VIVRE PORTET;FAIRE VIVRE PORTET;;;OUI;1;F;THOMAS;Geneviève;Française;;
31;Haute-Garonne;31431;Portet-d'Aspet;2;AGIR POUR PORTET;AGIR POUR PORTET;;;OUI;1;M;COLL;Alain;Française;;
31;Haute-Garonne;31432;Portet-de-Luchon;1;ENSEMBLE POUR PORTET;ENSEMBLE POUR PORTET;;;OUI;1;M;BOGINO;Pierre;Française;;
31;Haute-Garonne;31433;Portet-sur-Garonne;1;PORTET FORTE, SEREINE, RASSEMBLEE;PORTET FORTE, SEREINE, RASSEMBLEE;LSOC;Liste du Parti socialiste;OUI;1;M;SUAUD;Thierry;Française;;OUI
31;Haute-Garonne;31434;Poubeau;1;AVEC VOUS POUR POUBEAU;AVEC VOUS POUR POUBEAU;;;OUI;1;M;SAPORTE;Gérard;Française;;
31;Haute-Garonne;31435;Poucharramet;1;vivre ensemble a poucharramet;vivre ensemble a poucharramet;;;OUI;1;M;COURS;David;Française;;
31;Haute-Garonne;31436;Pouy-de-Touges;1;ENTENTE COMMUNALE;ENTENTE COMMUNALE;;;OUI;1;M;SOULAN;Yves;Française;;
31;Haute-Garonne;31437;Pouze;1;BIEN VIVRE ENSEMBLE A POUZE;BIEN VIVRE ENSEMBLE A POUZE;;;OUI;1;M;LATTARD;Pierre;Française;;
31;Haute-Garonne;31439;Préserville;1;ENSEMBLE POUR L'AVENIR DE PRESERVILLE;ENSEMBLE POUR L'AVENIR DE PRESERVILLE;;;OUI;1;M;VANTIN;Laurent;Française;;
31;Haute-Garonne;31440;Proupiary;1;PROUPIARY BIEN VIVRE ENSEMBLE;PROUPIARY BIEN VIVRE ENSEMBLE;;;OUI;1;M;CIMOLINO;Jean-François;Française;;
31;Haute-Garonne;31441;Prunet;1;Défendre les interêts communaux;Défendre les interêts communaux;;;OUI;1;M;BOURGAREL;Roger;Française;;
31;Haute-Garonne;31442;Puydaniel;1;Ensemble pour Puydaniel;Ensemble pour Puydaniel;;;OUI;1;M;BLANC;Jean-Claude;Française;;
31;Haute-Garonne;31443;Puymaurin;1;PUYMAURIN AVANT TOUT;PUYMAURIN AVANT TOUT;;;OUI;1;F;FERRERE;Christine;Française;;
31;Haute-Garonne;31444;Puysségur;1;Ensemble pour Puysségur;Ensemble pour Puysségur;;;OUI;1;M;LINDAN;Eric;Française;;
31;Haute-Garonne;31445;Quint-Fonsegrives;1;Nous aimons Quint-Fonsegrives;Nous aimons Quint-Fonsegrives;LDVC;Liste divers centre;OUI;1;M;GASC;Jean-Pierre;Française;;OUI
31;Haute-Garonne;31446;Ramonville-Saint-Agne;1;Ramonville Ecologie;Ramonville Ecologie;LVEC;Liste Les Ecologistes;OUI;1;M;KNÖDLSEDER;Jürgen;Allemande;;OUI
31;Haute-Garonne;31446;Ramonville-Saint-Agne;2;Ramonville et vous;Ramonville et vous;LDVC;Liste divers centre;OUI;1;F;BROT;Sylvie;Française;;OUI
31;Haute-Garonne;31446;Ramonville-Saint-Agne;3;Lutte Ouvrière - Le camp des travailleurs;Lutte Ouvrière - Le camp des travailleurs;LEXG;Liste d'extrême-gauche;OUI;1;M;DERREZ;Pascal;Française;;OUI
31;Haute-Garonne;31446;Ramonville-Saint-Agne;4;RAMONVILLE POUR TOUS;RAMONVILLE POUR TOUS;LUG;Liste d'union à gauche;OUI;1;M;LUBAC;Christophe;Française;;OUI
31;Haute-Garonne;31447;Razecueillé;1;AVEC VOUS, RAZECUEILLE DEMAIN;AVEC VOUS, RAZECUEILLE DEMAIN;;;OUI;1;M;BARRERE;Jean-Pierre;Française;;
31;Haute-Garonne;31448;Rebigue;1;Vivre à Rebigue;Vivre à Rebigue;;;OUI;1;M;CHARRIE;Jacques;Française;;
31;Haute-Garonne;31449;Régades;1;ENSEMBLE POUR REGADES;ENSEMBLE POUR REGADES;;;OUI;1;F;GASTO;Marlène;Française;;
31;Haute-Garonne;31450;Renneville;1;XV Rennevillois.es;XV Rennevillois.es;;;OUI;1;M;MOREL;Jean-Luc;Française;;
31;Haute-Garonne;31451;Revel;1;REVEL VIVRE ENSEMBLE;REVEL VIVRE ENSEMBLE;LDVC;Liste divers centre;OUI;1;M;GARCIA;Jérôme;Française;;OUI
31;Haute-Garonne;31451;Revel;2;REVEL AUJOURD'HUI ET DEMAIN;REVEL AUJOURD'HUI ET DEMAIN;LDVC;Liste divers centre;OUI;1;F;GARONZI;Marielle;Française;;OUI
31;Haute-Garonne;31452;Rieucazé;1;RIEUCAZE, NOTRE VILLAGE;RIEUCAZE, NOTRE VILLAGE;;;OUI;1;F;SECOMANDI;Caroline;Française;;
31;Haute-Garonne;31453;Rieumajou;1;Unis pour Rieumajou;Unis pour Rieumajou;;;OUI;1;F;DIAZ;Stéphanie;Française;;
31;Haute-Garonne;31454;Rieumes;1;VIVRE RIEUMES;VIVRE RIEUMES;LDVC;Liste divers centre;OUI;1;M;CHANTRAN;Thierry;Française;;OUI
31;Haute-Garonne;31454;Rieumes;2;RIEUMES AVENIR;RIEUMES AVENIR;LDVG;Liste divers gauche;OUI;1;M;CHEROBIN;Frédéric;Française;;OUI
31;Haute-Garonne;31455;Rieux-Volvestre;1;agir et vivre ensemble;agir et vivre ensemble;;;OUI;1;F;VEZAT-BARONIA;Maryse;Française;;OUI
31;Haute-Garonne;31456;Riolas;1;LISTE DE DEFENSE DES INTERETS COMMUNAUX;LISTE DE DEFENSE DES INTERETS COMMUNAUX;;;OUI;1;M;DUPRAT;Michel;Française;;
31;Haute-Garonne;31457;Roquefort-sur-Garonne;1;GENERATIONS ROQUEFORT;GENERATIONS ROQUEFORT;;;OUI;1;M;PORTET;Jean-Bernard;Française;;
31;Haute-Garonne;31458;Roques;1;roques avenir;roques avenir;LDIV;Liste Divers;OUI;1;M;MABIRE;Sylvain;Française;;OUI
31;Haute-Garonne;31458;Roques;2;ROQUES AVEC VOUS;ROQUES AVEC VOUS;LDVG;Liste divers gauche;OUI;1;F;HUBERT;Nadine;Française;;OUI
31;Haute-Garonne;31459;Roquesérière;1;"Roquesérières Esprit Village ""Allons plus loin,ensemble""";"Roquesérières Esprit Village ""Allons plus loin,ensemble""";;;OUI;2;M;CASTET;Thierry;Française;;
31;Haute-Garonne;31460;Roquettes;1;BIEN VIVRE A ROQUETTES;BIEN VIVRE A ROQUETTES;LDVG;Liste divers gauche;OUI;1;F;FILIPPINI;Marlène;Française;;OUI
